Class,Series,Variety,Form,ProductDescription,SKU,QuantityPurchased,CustomerID,CustomerName,TerritoryID,TerritoryName,SalesRepID,SalesRepNam,TerritoryManagerID,Territory Manager,InfoCost,ListPrice,SellPrice,ListMarginPercent,SellMarginPercent,SellMarginDollars
Petunia Vegetative,Pretty,Deep Blue,Unrooted,Petunia Vegetative Pretty Deep Blue Unrooted#,14595,106137,780,Greeno Greenhouse,500,Southwest,4317,Lavonia Grunwald,105,Bill Barkely,4,20,6,0.8,0.333333333,2122.74
Petunia Vegetative,Novelty,Yellow Vein,Unrooted,Petunia Vegetative Novelty Yellow Vein Unrooted#,46191,119784,931,Rick Greenhouse,200,Southeast,2955,Dean Ferraro,102,Pete Jorgensen,4,35,8,0.885714286,0.5,4791.36
Geranium,Giant,Deep Red,Unrooted,Geranium Giant Deep Red Unrooted#,91126,100472,931,Rick Greenhouse,200,Southeast,9969,Tony Mart,102,Pete Jorgensen,5,30,26,0.833333333,0.807692308,21099.12
Geranium,Giant,Deep Red,Unrooted,Geranium Giant Deep Red Unrooted#,91126,158855,129,Hare Nursery,500,Southwest,3447,Teresa Newsom,105,Bill Barkely,5,30,16,0.833333333,0.6875,17474.05
Calibrachoa,Crazy,Yellow,Unrooted,Calibrachoa Crazy Yellow Unrooted#,91061,23834,997,Bridge Nursery,100,Northeast,2586,Zada Dennis,101,Tim Morris,4,25,20,0.84,0.8,3813.44
Angelonia,Angel,Red,Unrooted,Angelonia Angel Red Unrooted#,63122,157995,821,Pickwick Farm,100,Northeast,5479,Tania Dugan,101,Tim Morris,5,15,7,0.666666667,0.285714286,3159.9
Geranium,Geronimo,Deep Red,Unrooted,Geranium Geronimo Deep Red Unrooted#,37449,197964,321,Open View Nursery,100,Northeast,4214,Francie Hawthorne,101,Tim Morris,5,25,7,0.8,0.285714286,3959.28
Geranium,Giant,Deep Red,Unrooted,Geranium Giant Deep Red Unrooted#,91126,8010,321,Open View Nursery,100,Northeast,2586,Zada Dennis,101,Tim Morris,5,30,17,0.833333333,0.705882353,961.2
Petunia Vegetative,Pretty,Deep Blue,Unrooted,Petunia Vegetative Pretty Deep Blue Unrooted#,14595,43518,980,Pasture Nursery,300,Great Lakes,6259,Shon Watterson,103,Sandra Carlton,4,20,19,0.8,0.789473684,6527.7
Petunia Vegetative,Pretty,Deep Blue,Unrooted,Petunia Vegetative Pretty Deep Blue Unrooted#,14595,195973,178,Lackey Farm,100,Northeast,4214,Francie Hawthorne,101,Tim Morris,4,20,17,0.8,0.764705882,25476.49
Geranium,Geronimo,Frost,Unrooted,Geranium Geronimo Frost Unrooted#,38461,123032,955,Daily Dill Greenhouse,300,Great Lakes,1203,Ying Mercier,103,Sandra Carlton,5,25,25,0.8,0.8,24606.4
Combo,Basket,Blue Red Mix,Unrooted,Combo Basket Blue Red Mix Unrooted#,26687,56727,955,Daily Dill Greenhouse,300,Great Lakes,6511,Columbus Transue,103,Sandra Carlton,15,40,39,0.625,0.615384615,13614.48
Calibrachoa,Crazy,Pink,Unrooted,Calibrachoa Crazy Pink Unrooted#,46673,18074,606,ABC Nursery,300,Great Lakes,9639,Johnathon Cephus,103,Sandra Carlton,4,25,11,0.84,0.636363636,1265.18
Coleus,Magnus,Red,Unrooted,Coleus Magnus Red Unrooted#,29389,43535,380,Rackatoe Greenhouse,200,Southeast,2955,Dean Ferraro,102,Pete Jorgensen,5,32,20,0.84375,0.75,6530.25
Calibrachoa,Dynamo,Yellow,Unrooted,Calibrachoa Dynamo Yellow Unrooted#,60071,60574,965,Dickey Greenhouse,400,Northwest,7862,Gregoria Paull,104,Cathie Wentz,4,20,20,0.8,0.8,9691.84
Calibrachoa,Crazy,Red,Unrooted,Calibrachoa Crazy Red Unrooted#,88975,182665,122,Bigtown Greenhouse,100,Northeast,3684,Lorita Furst,101,Tim Morris,4,25,10,0.84,0.6,10959.9
New Guinea Impatiens,Solomon,Yellow,Unrooted,New Guinea Impatiens Solomon Yellow Unrooted#,61037,16377,606,ABC Nursery,300,Great Lakes,1456,Dodie Birdsong,103,Sandra Carlton,6,15,11,0.6,0.454545455,818.85
Coleus,Magnus,Red,Unrooted,Coleus Magnus Red Unrooted#,29389,18179,615,Kissinger Greenhouse,100,Northeast,5951,Abel Gillmore,101,Tim Morris,5,32,16,0.84375,0.6875,1999.69
Coleus,Zero,Fire,Unrooted,Coleus Zero Fire Unrooted#,57403,49017,997,Bridge Nursery,100,Northeast,4214,Francie Hawthorne,101,Tim Morris,5,30,19,0.833333333,0.736842105,6862.38
Angelonia,Angel,White,Unrooted,Angelonia Angel White Unrooted#,43533,136089,807,Green Canal Greenhouse,300,Great Lakes,9639,Johnathon Cephus,103,Sandra Carlton,5,15,13,0.666666667,0.615384615,10887.12
New Guinea Impatiens,Solomon,Red,Unrooted,New Guinea Impatiens Solomon Red Unrooted#,77686,167399,129,Hare Nursery,500,Southwest,3447,Teresa Newsom,105,Bill Barkely,6,15,12,0.6,0.5,10043.94
Geranium,Giant,Pink,Unrooted,Geranium Giant Pink Unrooted#,60468,192592,178,Lackey Farm,100,Northeast,4214,Francie Hawthorne,101,Tim Morris,5,30,7,0.833333333,0.285714286,3851.84
New Guinea Impatiens,Solomon,Burgundy,Unrooted,New Guinea Impatiens Solomon Burgundy Unrooted#,99954,81348,657,Bob Smith Greenhouse,100,Northeast,5989,Marquis Ables,101,Tim Morris,6,15,14,0.6,0.571428571,6507.84
Combo,Basket,Red Yellow Mix,Unrooted,Combo Basket Red Yellow Mix Unrooted#,75237,149837,707,Rancho Farm,200,Southeast,7734,Ethan Couvillion,102,Pete Jorgensen,15,40,20,0.625,0.25,7491.85
Geranium,Geronimo,Pink,Unrooted,Geranium Geronimo Pink Unrooted#,53908,108502,556,Diablo Farm,300,Great Lakes,1456,Dodie Birdsong,103,Sandra Carlton,5,25,8,0.8,0.375,3255.06
New Guinea Impatiens,Solomon,Pink,Unrooted,New Guinea Impatiens Solomon Pink Unrooted#,66263,57070,880,Green Story Farm,200,Southeast,5301,Janiece Mcshane,102,Pete Jorgensen,6,15,10,0.6,0.4,2282.8
Calibrachoa,Crazy,Red,Unrooted,Calibrachoa Crazy Red Unrooted#,88975,141684,321,Open View Nursery,100,Northeast,5479,Tania Dugan,101,Tim Morris,4,25,22,0.84,0.818181818,25503.12
Combo,Basket,Red Yellow Mix,Unrooted,Combo Basket Red Yellow Mix Unrooted#,75237,102276,229,Horseridge Nursery,200,Southeast,2955,Dean Ferraro,102,Pete Jorgensen,15,40,21,0.625,0.285714286,6136.56
Coleus,Zero,Fire,Unrooted,Coleus Zero Fire Unrooted#,57403,181336,615,Kissinger Greenhouse,100,Northeast,4887,Anastacia Renaud,101,Tim Morris,5,30,15,0.833333333,0.666666667,18133.6
Calibrachoa,Crazy,Orange,Unrooted,Calibrachoa Crazy Orange Unrooted#,64003,29902,811,Zanzabarr Nursery,500,Southwest,3447,Teresa Newsom,105,Bill Barkely,4,25,11,0.84,0.636363636,2093.14
Petunia Vegetative,Super,Yellow,Unrooted,Petunia Vegetative Super Yellow Unrooted#,25618,195566,290,Sampson Nursery,300,Great Lakes,9639,Johnathon Cephus,103,Sandra Carlton,4,25,10,0.84,0.6,11733.96
Angelonia,Angel,Purple,Unrooted,Angelonia Angel Purple Unrooted#,84737,26477,707,Rancho Farm,200,Southeast,5301,Janiece Mcshane,102,Pete Jorgensen,5,15,7,0.666666667,0.285714286,529.54
Coleus,Magnus,Deep Red,Unrooted,Coleus Magnus Deep Red Unrooted#,16918,82799,292,Undertow Farm,500,Southwest,4827,Norbert Parise,105,Bill Barkely,5,32,17,0.84375,0.705882353,9935.88
Coleus,Magnus,Red,Unrooted,Coleus Magnus Red Unrooted#,29389,37739,122,Bigtown Greenhouse,100,Northeast,2586,Zada Dennis,101,Tim Morris,5,32,11,0.84375,0.545454545,2264.34
Geranium,Geronimo,Frost,Unrooted,Geranium Geronimo Frost Unrooted#,38461,90963,615,Kissinger Greenhouse,100,Northeast,5479,Tania Dugan,101,Tim Morris,5,25,25,0.8,0.8,18192.6
Calibrachoa,Dynamo,Blue,Unrooted,Calibrachoa Dynamo Blue Unrooted#,49920,10619,670,Yute Greenhouse,400,Northwest,9547,Anisa Paneto,104,Cathie Wentz,4,20,7,0.8,0.428571429,318.57
Geranium,Geronimo,Pink,Unrooted,Geranium Geronimo Pink Unrooted#,53908,110985,762,Bridgeway Greenhouse,300,Great Lakes,6511,Columbus Transue,103,Sandra Carlton,5,25,10,0.8,0.5,5549.25
Petunia Vegetative,Peddler,Pink,Unrooted,Petunia Vegetative Peddler Pink Unrooted#,12871,68783,238,Force Farm,300,Great Lakes,1456,Dodie Birdsong,103,Sandra Carlton,4,25,9,0.84,0.555555556,3439.15
Petunia Vegetative,Novelty,Yellow Vein,Unrooted,Petunia Vegetative Novelty Yellow Vein Unrooted#,46191,127926,739,University Village Nursery,300,Great Lakes,9639,Johnathon Cephus,103,Sandra Carlton,4,35,14,0.885714286,0.714285714,12792.6
New Guinea Impatiens,Solomon,Burgundy,Unrooted,New Guinea Impatiens Solomon Burgundy Unrooted#,99954,55099,129,Hare Nursery,500,Southwest,9177,Arletha Grauer,105,Bill Barkely,6,15,8,0.6,0.25,1101.98
Coleus,Zero,Mango,Unrooted,Coleus Zero Mango Unrooted#,34079,74117,281,Rhymbo Farm,600,Canada,3646,Marcie Aumann,106,Jack Unger,5,30,25,0.833333333,0.8,14823.4
Calibrachoa,Dynamo,Blue,Unrooted,Calibrachoa Dynamo Blue Unrooted#,49920,86278,380,Rackatoe Greenhouse,200,Southeast,2955,Dean Ferraro,102,Pete Jorgensen,4,20,11,0.8,0.636363636,6039.46
Petunia Vegetative,Pretty,Light Pink,Unrooted,Petunia Vegetative Pretty Light Pink Unrooted#,48220,166690,980,Pasture Nursery,300,Great Lakes,9639,Johnathon Cephus,103,Sandra Carlton,4,20,11,0.8,0.636363636,11668.3
Calibrachoa,Crazy,Red,Unrooted,Calibrachoa Crazy Red Unrooted#,88975,103731,670,Yute Greenhouse,400,Northwest,7862,Gregoria Paull,104,Cathie Wentz,4,25,9,0.84,0.555555556,5186.55
New Guinea Impatiens,Solomon,Big Red,Unrooted,New Guinea Impatiens Solomon Big Red Unrooted#,52459,29248,122,Bigtown Greenhouse,100,Northeast,4214,Francie Hawthorne,101,Tim Morris,6,15,13,0.6,0.538461538,2047.36
Petunia Vegetative,Pretty,Blue,Unrooted,Petunia Vegetative Pretty Blue Unrooted#,71461,37976,326,Makinaw Nursery,300,Great Lakes,6259,Shon Watterson,103,Sandra Carlton,4,20,19,0.8,0.789473684,5696.4
Geranium,Giant,Orange,Unrooted,Geranium Giant Orange Unrooted#,26762,40734,980,Pasture Nursery,300,Great Lakes,1456,Dodie Birdsong,103,Sandra Carlton,5,30,22,0.833333333,0.772727273,6924.78
Geranium,Geronimo,Deep Red,Unrooted,Geranium Geronimo Deep Red Unrooted#,37449,105725,229,Horseridge Nursery,200,Southeast,7734,Ethan Couvillion,102,Pete Jorgensen,5,25,22,0.8,0.772727273,17973.25
Coleus,Zero,Fire,Unrooted,Coleus Zero Fire Unrooted#,57403,102528,326,Makinaw Nursery,300,Great Lakes,6259,Shon Watterson,103,Sandra Carlton,5,30,20,0.833333333,0.75,15379.2
New Guinea Impatiens,Solomon,Deep Red,Unrooted,New Guinea Impatiens Solomon Deep Red Unrooted#,31784,70467,529,Numero Greenhouse,400,Northwest,4492,Bret Komar,104,Cathie Wentz,6,15,11,0.6,0.454545455,3523.35
Calibrachoa,Crazy,Deep Red,Unrooted,Calibrachoa Crazy Deep Red Unrooted#,50994,155427,292,Undertow Farm,500,Southwest,2627,Kyoko Setton,105,Bill Barkely,4,25,11,0.84,0.636363636,10879.89
Petunia Vegetative,Pretty,Blue,Unrooted,Petunia Vegetative Pretty Blue Unrooted#,71461,24079,321,Open View Nursery,100,Northeast,4214,Francie Hawthorne,101,Tim Morris,4,20,7,0.8,0.428571429,722.37
Geranium,Geronimo,Frost,Unrooted,Geranium Geronimo Frost Unrooted#,38461,188906,894,Miller Farm,300,Great Lakes,4926,Wilfred Mcelvain,103,Sandra Carlton,5,25,20,0.8,0.75,28335.9
New Guinea Impatiens,Solomon,Yellow,Unrooted,New Guinea Impatiens Solomon Yellow Unrooted#,61037,147800,529,Numero Greenhouse,400,Northwest,4492,Bret Komar,104,Cathie Wentz,6,15,8,0.6,0.25,2956
Angelonia,Angel,White,Unrooted,Angelonia Angel White Unrooted#,43533,35406,868,Old Quarry Farm,600,Canada,9305,Dewey Vause,106,Jack Unger,5,15,11,0.666666667,0.545454545,2124.36
Coleus,Magnus,Deep Red,Unrooted,Coleus Magnus Deep Red Unrooted#,16918,183952,931,Rick Greenhouse,200,Southeast,7734,Ethan Couvillion,102,Pete Jorgensen,5,32,10,0.84375,0.5,9197.6
New Guinea Impatiens,Solomon,Big Red,Unrooted,New Guinea Impatiens Solomon Big Red Unrooted#,52459,81380,739,University Village Nursery,300,Great Lakes,1456,Dodie Birdsong,103,Sandra Carlton,6,15,15,0.6,0.6,7324.2
Calibrachoa,Dynamo,Red,Unrooted,Calibrachoa Dynamo Red Unrooted#,90465,28061,707,Rancho Farm,200,Southeast,5301,Janiece Mcshane,102,Pete Jorgensen,4,20,12,0.8,0.666666667,2244.88
Coleus,Zero,Bright Flame,Unrooted,Coleus Zero Bright Flame Unrooted#,12393,112770,657,Bob Smith Greenhouse,100,Northeast,2586,Zada Dennis,101,Tim Morris,5,30,24,0.833333333,0.791666667,21426.3
Geranium,Geronimo,Frost,Unrooted,Geranium Geronimo Frost Unrooted#,38461,120299,807,Green Canal Greenhouse,300,Great Lakes,6259,Shon Watterson,103,Sandra Carlton,5,25,14,0.8,0.642857143,10826.91
Calibrachoa,Dynamo,Yellow,Unrooted,Calibrachoa Dynamo Yellow Unrooted#,60071,89289,760,Moorse Nursery,400,Northwest,8404,Larita Garnett,104,Cathie Wentz,4,20,17,0.8,0.764705882,11607.57
Petunia Vegetative,Novelty,Sky,Unrooted,Petunia Vegetative Novelty Sky Unrooted#,35976,102506,234,Green Farm,300,Great Lakes,4926,Wilfred Mcelvain,103,Sandra Carlton,4,35,8,0.885714286,0.5,4100.24
Calibrachoa,Crazy,Deep Red,Unrooted,Calibrachoa Crazy Deep Red Unrooted#,50994,66368,321,Open View Nursery,100,Northeast,8665,Chantay Shepherd,101,Tim Morris,4,25,20,0.84,0.8,10618.88
Petunia Vegetative,Novelty,Pink Star,Unrooted,Petunia Vegetative Novelty Pink Star Unrooted#,58462,189666,842,Overview Greenhouse,200,Southeast,7734,Ethan Couvillion,102,Pete Jorgensen,4,35,26,0.885714286,0.846153846,41726.52
Calibrachoa,Crazy,Deep Red,Unrooted,Calibrachoa Crazy Deep Red Unrooted#,50994,180591,178,Lackey Farm,100,Northeast,9717,Silva Gouge,101,Tim Morris,4,25,7,0.84,0.428571429,5417.73
Coleus,Zero,Mango,Unrooted,Coleus Zero Mango Unrooted#,34079,127300,358,Rabbit Nursery,100,Northeast,4214,Francie Hawthorne,101,Tim Morris,5,30,8,0.833333333,0.375,3819
Angelonia,Angel,Red,Unrooted,Angelonia Angel Red Unrooted#,63122,16821,229,Horseridge Nursery,200,Southeast,9969,Tony Mart,102,Pete Jorgensen,5,15,7,0.666666667,0.285714286,336.42
Petunia Vegetative,Pretty,Light Pink,Unrooted,Petunia Vegetative Pretty Light Pink Unrooted#,48220,26838,692,Livingston Greenhouse,400,Northwest,4492,Bret Komar,104,Cathie Wentz,4,20,17,0.8,0.764705882,3488.94
New Guinea Impatiens,Solomon,Big Red,Unrooted,New Guinea Impatiens Solomon Big Red Unrooted#,52459,185290,178,Lackey Farm,100,Northeast,8665,Chantay Shepherd,101,Tim Morris,6,15,10,0.6,0.4,7411.6
New Guinea Impatiens,Solomon,Big Red,Unrooted,New Guinea Impatiens Solomon Big Red Unrooted#,52459,123178,842,Overview Greenhouse,200,Southeast,2955,Dean Ferraro,102,Pete Jorgensen,6,15,13,0.6,0.538461538,8622.46
Calibrachoa,Dynamo,Red,Unrooted,Calibrachoa Dynamo Red Unrooted#,90465,105712,234,Green Farm,300,Great Lakes,1456,Dodie Birdsong,103,Sandra Carlton,4,20,14,0.8,0.714285714,10571.2
Calibrachoa,Crazy,Pink,Unrooted,Calibrachoa Crazy Pink Unrooted#,46673,13768,129,Hare Nursery,500,Southwest,7975,Kasey Angert,105,Bill Barkely,4,25,12,0.84,0.666666667,1101.44
Geranium,Geronimo,Frost,Unrooted,Geranium Geronimo Frost Unrooted#,38461,62506,380,Rackatoe Greenhouse,200,Southeast,7734,Ethan Couvillion,102,Pete Jorgensen,5,25,21,0.8,0.761904762,10000.96
New Guinea Impatiens,Solomon,Yellow,Unrooted,New Guinea Impatiens Solomon Yellow Unrooted#,61037,91279,739,University Village Nursery,300,Great Lakes,1203,Ying Mercier,103,Sandra Carlton,6,15,13,0.6,0.538461538,6389.53
Geranium,Geronimo,Frost,Unrooted,Geranium Geronimo Frost Unrooted#,38461,10215,380,Rackatoe Greenhouse,200,Southeast,7872,Janette Darbonne,102,Pete Jorgensen,5,25,7,0.8,0.285714286,204.3
Petunia Vegetative,Pretty,Yellow,Unrooted,Petunia Vegetative Pretty Yellow Unrooted#,94050,190932,691,State Nursery,500,Southwest,1462,Roland Zapien,105,Bill Barkely,4,20,19,0.8,0.789473684,28639.8
Petunia Vegetative,Novelty,Sky,Unrooted,Petunia Vegetative Novelty Sky Unrooted#,35976,49966,350,Celtic Greenhouse,100,Northeast,5951,Abel Gillmore,101,Tim Morris,4,35,8,0.885714286,0.5,1998.64
Petunia Vegetative,Novelty,Sky,Unrooted,Petunia Vegetative Novelty Sky Unrooted#,35976,108588,931,Rick Greenhouse,200,Southeast,9969,Tony Mart,102,Pete Jorgensen,4,35,27,0.885714286,0.851851852,24975.24
Petunia Vegetative,Pretty,Pink,Unrooted,Petunia Vegetative Pretty Pink Unrooted#,90230,110643,201,Bellview County Nursery,400,Northwest,7862,Gregoria Paull,104,Cathie Wentz,4,20,18,0.8,0.777777778,15490.02
Petunia Vegetative,Pretty,Blue,Unrooted,Petunia Vegetative Pretty Blue Unrooted#,71461,32635,350,Celtic Greenhouse,100,Northeast,1581,Luz German,101,Tim Morris,4,20,13,0.8,0.692307692,2937.15
Coleus,Magnus,Deep Red,Unrooted,Coleus Magnus Deep Red Unrooted#,16918,160097,122,Bigtown Greenhouse,100,Northeast,1581,Luz German,101,Tim Morris,5,32,22,0.84375,0.772727273,27216.49
Geranium,Giant,Frost,Unrooted,Geranium Giant Frost Unrooted#,43299,54350,201,Bellview County Nursery,400,Northwest,8404,Larita Garnett,104,Cathie Wentz,5,30,12,0.833333333,0.583333333,3804.5
Calibrachoa,Crazy,Pink,Unrooted,Calibrachoa Crazy Pink Unrooted#,46673,18836,610,Lake Orey Greenhouse,100,Northeast,4214,Francie Hawthorne,101,Tim Morris,4,25,15,0.84,0.733333333,2071.96
Coleus,Zero,Fire,Unrooted,Coleus Zero Fire Unrooted#,57403,88941,606,ABC Nursery,300,Great Lakes,2272,Willie Mayorga,103,Sandra Carlton,5,30,28,0.833333333,0.821428571,20456.43
Geranium,Geronimo,Frost,Unrooted,Geranium Geronimo Frost Unrooted#,38461,30513,657,Bob Smith Greenhouse,100,Northeast,8665,Chantay Shepherd,101,Tim Morris,5,25,18,0.8,0.722222222,3966.69
Petunia Vegetative,Peddler,Red,Unrooted,Petunia Vegetative Peddler Red Unrooted#,27225,81367,780,Greeno Greenhouse,500,Southwest,7975,Kasey Angert,105,Bill Barkely,4,25,7,0.84,0.428571429,2441.01
Petunia Vegetative,Novelty,Yellow Vein,Unrooted,Petunia Vegetative Novelty Yellow Vein Unrooted#,46191,29525,380,Rackatoe Greenhouse,200,Southeast,7734,Ethan Couvillion,102,Pete Jorgensen,4,35,18,0.885714286,0.777777778,4133.5
Calibrachoa,Crazy,Red,Unrooted,Calibrachoa Crazy Red Unrooted#,88975,44540,642,Sky Greenhouse,300,Great Lakes,6259,Shon Watterson,103,Sandra Carlton,4,25,25,0.84,0.84,9353.4
Calibrachoa,Dynamo,Red,Unrooted,Calibrachoa Dynamo Red Unrooted#,90465,29740,615,Kissinger Greenhouse,100,Northeast,9717,Silva Gouge,101,Tim Morris,4,20,10,0.8,0.6,1784.4
New Guinea Impatiens,Solomon,Deep Red,Unrooted,New Guinea Impatiens Solomon Deep Red Unrooted#,31784,126050,232,Greenster Nursery,500,Southwest,1462,Roland Zapien,105,Bill Barkely,6,15,13,0.6,0.538461538,8823.5
Petunia Vegetative,Peddler,Red,Unrooted,Petunia Vegetative Peddler Red Unrooted#,27225,122325,229,Horseridge Nursery,200,Southeast,7872,Janette Darbonne,102,Pete Jorgensen,4,25,7,0.84,0.428571429,3669.75
Calibrachoa,Crazy,Pink,Unrooted,Calibrachoa Crazy Pink Unrooted#,46673,126290,644,Greenbean Farm,300,Great Lakes,7144,Nelda Heckel,103,Sandra Carlton,4,25,25,0.84,0.84,26520.9
Geranium,Giant,Orange,Unrooted,Geranium Giant Orange Unrooted#,26762,57735,868,Old Quarry Farm,600,Canada,5259,Deetta Rigby,106,Jack Unger,5,30,7,0.833333333,0.285714286,1154.7
Calibrachoa,Crazy,Yellow,Unrooted,Calibrachoa Crazy Yellow Unrooted#,91061,52482,604,Huntersville Farm,500,Southwest,7975,Kasey Angert,105,Bill Barkely,4,25,25,0.84,0.84,11021.22
Petunia Vegetative,Novelty,Sky,Unrooted,Petunia Vegetative Novelty Sky Unrooted#,35976,72910,615,Kissinger Greenhouse,100,Northeast,7295,Jeffrey Broadfoot,101,Tim Morris,4,35,21,0.885714286,0.80952381,12394.7
Angelonia,Angel,Purple,Unrooted,Angelonia Angel Purple Unrooted#,84737,150444,290,Sampson Nursery,300,Great Lakes,4926,Wilfred Mcelvain,103,Sandra Carlton,5,15,15,0.666666667,0.666666667,15044.4
Geranium,Geronimo,Pink,Unrooted,Geranium Geronimo Pink Unrooted#,53908,95958,955,Daily Dill Greenhouse,300,Great Lakes,1203,Ying Mercier,103,Sandra Carlton,5,25,23,0.8,0.782608696,17272.44
Coleus,Zero,Mango,Unrooted,Coleus Zero Mango Unrooted#,34079,15114,997,Bridge Nursery,100,Northeast,4214,Francie Hawthorne,101,Tim Morris,5,30,8,0.833333333,0.375,453.42
New Guinea Impatiens,Solomon,Yellow,Unrooted,New Guinea Impatiens Solomon Yellow Unrooted#,61037,110719,821,Pickwick Farm,100,Northeast,9717,Silva Gouge,101,Tim Morris,6,15,10,0.6,0.4,4428.76
Coleus,Zero,Bright Flame,Unrooted,Coleus Zero Bright Flame Unrooted#,12393,108557,321,Open View Nursery,100,Northeast,5989,Marquis Ables,101,Tim Morris,5,30,25,0.833333333,0.8,21711.4
Calibrachoa,Crazy,Orange,Unrooted,Calibrachoa Crazy Orange Unrooted#,64003,183690,610,Lake Orey Greenhouse,100,Northeast,3684,Lorita Furst,101,Tim Morris,4,25,23,0.84,0.826086957,34901.1
Angelonia,Angel,Purple,Unrooted,Angelonia Angel Purple Unrooted#,84737,192574,232,Greenster Nursery,500,Southwest,9177,Arletha Grauer,105,Bill Barkely,5,15,9,0.666666667,0.444444444,7702.96
Petunia Vegetative,Peddler,Light Blue,Unrooted,Petunia Vegetative Peddler Light Blue Unrooted#,75176,21041,238,Force Farm,300,Great Lakes,6259,Shon Watterson,103,Sandra Carlton,4,25,22,0.84,0.818181818,3787.38
Combo,Basket,Blue Red Mix,Unrooted,Combo Basket Blue Red Mix Unrooted#,26687,110749,238,Force Farm,300,Great Lakes,7144,Nelda Heckel,103,Sandra Carlton,15,40,25,0.625,0.4,11074.9
Petunia Vegetative,Pretty,Yellow,Unrooted,Petunia Vegetative Pretty Yellow Unrooted#,94050,190254,380,Rackatoe Greenhouse,200,Southeast,7872,Janette Darbonne,102,Pete Jorgensen,4,20,7,0.8,0.428571429,5707.62
Petunia Vegetative,Novelty,Pink Star,Unrooted,Petunia Vegetative Novelty Pink Star Unrooted#,58462,152073,700,Jumbo Nursery,300,Great Lakes,6511,Columbus Transue,103,Sandra Carlton,4,35,32,0.885714286,0.875,42580.44
Petunia Vegetative,Peddler,Red,Unrooted,Petunia Vegetative Peddler Red Unrooted#,27225,38999,842,Overview Greenhouse,200,Southeast,7734,Ethan Couvillion,102,Pete Jorgensen,4,25,17,0.84,0.764705882,5069.87
Petunia Vegetative,Pretty,Red,Unrooted,Petunia Vegetative Pretty Red Unrooted#,62436,19715,380,Rackatoe Greenhouse,200,Southeast,7872,Janette Darbonne,102,Pete Jorgensen,4,20,11,0.8,0.636363636,1380.05
Calibrachoa,Crazy,Orange,Unrooted,Calibrachoa Crazy Orange Unrooted#,64003,76238,358,Rabbit Nursery,100,Northeast,1581,Luz German,101,Tim Morris,4,25,23,0.84,0.826086957,14485.22
New Guinea Impatiens,Solomon,Big Red,Unrooted,New Guinea Impatiens Solomon Big Red Unrooted#,52459,100229,321,Open View Nursery,100,Northeast,1581,Luz German,101,Tim Morris,6,15,15,0.6,0.6,9020.61
Angelonia,Angel,Red,Unrooted,Angelonia Angel Red Unrooted#,63122,20624,529,Numero Greenhouse,400,Northwest,7862,Gregoria Paull,104,Cathie Wentz,5,15,10,0.666666667,0.5,1031.2
Calibrachoa,Crazy,Deep Red,Unrooted,Calibrachoa Crazy Deep Red Unrooted#,50994,35525,670,Yute Greenhouse,400,Northwest,4492,Bret Komar,104,Cathie Wentz,4,25,7,0.84,0.428571429,1065.75
Petunia Vegetative,Peddler,Light Blue,Unrooted,Petunia Vegetative Peddler Light Blue Unrooted#,75176,22991,234,Green Farm,300,Great Lakes,1456,Dodie Birdsong,103,Sandra Carlton,4,25,18,0.84,0.777777778,3218.74
Coleus,Magnus,Deep Red,Unrooted,Coleus Magnus Deep Red Unrooted#,16918,157802,321,Open View Nursery,100,Northeast,5989,Marquis Ables,101,Tim Morris,5,32,18,0.84375,0.722222222,20514.26
Coleus,Zero,Fire,Unrooted,Coleus Zero Fire Unrooted#,57403,184252,762,Bridgeway Greenhouse,300,Great Lakes,6259,Shon Watterson,103,Sandra Carlton,5,30,18,0.833333333,0.722222222,23952.76
Calibrachoa,Crazy,Yellow,Unrooted,Calibrachoa Crazy Yellow Unrooted#,91061,164405,122,Bigtown Greenhouse,100,Northeast,5951,Abel Gillmore,101,Tim Morris,4,25,22,0.84,0.818181818,29592.9
Geranium,Geronimo,Frost,Unrooted,Geranium Geronimo Frost Unrooted#,38461,51052,326,Makinaw Nursery,300,Great Lakes,4926,Wilfred Mcelvain,103,Sandra Carlton,5,25,10,0.8,0.5,2552.6
New Guinea Impatiens,Solomon,Yellow,Unrooted,New Guinea Impatiens Solomon Yellow Unrooted#,61037,63784,321,Open View Nursery,100,Northeast,7295,Jeffrey Broadfoot,101,Tim Morris,6,15,9,0.6,0.333333333,1913.52
Petunia Vegetative,Super,Yellow,Unrooted,Petunia Vegetative Super Yellow Unrooted#,25618,65845,234,Green Farm,300,Great Lakes,9639,Johnathon Cephus,103,Sandra Carlton,4,25,21,0.84,0.80952381,11193.65
Petunia Vegetative,Peddler,Red,Unrooted,Petunia Vegetative Peddler Red Unrooted#,27225,89365,290,Sampson Nursery,300,Great Lakes,9639,Johnathon Cephus,103,Sandra Carlton,4,25,21,0.84,0.80952381,15192.05
Geranium,Geronimo,Deep Red,Unrooted,Geranium Geronimo Deep Red Unrooted#,37449,166584,721,Bayheap Farm,600,Canada,3617,Lori Latham,106,Jack Unger,5,25,13,0.8,0.615384615,13326.72
New Guinea Impatiens,Solomon,Yellow,Unrooted,New Guinea Impatiens Solomon Yellow Unrooted#,61037,189341,292,Undertow Farm,500,Southwest,7975,Kasey Angert,105,Bill Barkely,6,15,8,0.6,0.25,3786.82
